customer_id,household_id,age,gender,region,income_band,signup_channel,signup_date,membership_tier,account_status_code,support_case_count_90d,days_since_last_login,preferred_device,marketing_segment,record_version
303,306,73,M,South,Low,Referral,2025-09-20,silver,A,0,58,desktop,Standard,2
304,664,59,F,S.,Low,Store,2025-02-20,PLATINUM,A,4,39,TABLET,Premium,1
305,697,60,F,West,Low,Store,2025-05-15,Silver,A,0,19,DESKTOP,Standard,2
306,898,59,M,SOUTH,Mid,Web,2025-09-17,gold,A,0,118,Tablet,Standard,2
307,297,44,M,SOUTH,Low,Web,2025-11-23,Premium-Gold,A,2,71,mobile,Standard,2
308,314,73,F,Eastern,Low,Store,2025-03-22,Gold,A,2,47,desktop,Standard,3
309,22,30,F,SOUTH,High,Partner,2025-05-02,Silver ,A,1,40,Desktop,Standard,2
310,257,50,M,W.,Mid,Referral,2025-02-13,GOLD,A,2,82,DESKTOP,Premium,2
311,253,22,F,Western,Mid,Referral,2025-06-09,PLATINUM,A,0,13,MOBILE,Budget,3
312,408,35,F,Western,Low,Partner,2025-12-31,silver,A,2,68,Mobile,Standard,3
313,380,51,M,SOUTH,Mid,Referral,2025-04-22,silver,H,2,27,MOBILE,Premium,3
314,771,46,F,East,Low,Referral,2025-04-05,gold,A,0,107,mobile,Family,2
315,697,72,F,West,Mid,Partner,2025-05-26,Gold,A,2,94,Tablet,Budget,1
316,656,53,F,north,Low,Store,2025-11-24,silver,A,2,91,DESKTOP,Budget,1
317,5,41,M,E.,High,Referral,2025-07-19,Premium-Gold,R,1,17,MOBILE,Family,1
318,425,42,F,SOUTH,High,Web,2025-08-11,Gold,H,0,9,mobile,Budget,3
319,657,53,M,S.,Low,Referral,2025-10-12,SILVER,A,3,55,mobile,Family,3
320,221,63,M,East,Low,Web,2025-09-19,SILVER,A,3,43,desktop,Family,2
321,383,34,M,East,Low,Store,2025-08-07,Silver,A,1,87,Tablet,Budget,3
322,655,51,M,South,Mid,Referral,2025-07-24,Silver,H,0,86,mobile,Budget,3
323,716,51,M,EAST,Low,Store,2025-07-14,PLATINUM,H,1,48,phone,Family,2
324,770,18,F,E.,High,Partner,2025-03-07,gold,A,0,19,tablet,Budget,1
325,387,70,M,South,Mid,Store,2025-06-01,Silver ,A,1,39,desktop,Standard,2
326,360,51,M,S.,High,Web,2025-11-06,Platinum,H,3,60,Tablet,Budget,3
327,345,32,M,north,Mid,Web,2025-01-15,Silver,A,2,30,MOBILE,Standard,2
328,602,54,F,NORTH,High,Web,2025-10-30,silver,A,2,38,MOBILE,Family,2
329,378,57,F,S.,Low,Store,2025-07-26,silver,A,0,29,DESKTOP,Premium,2
330,361,71,M,North,Mid,Partner,2025-05-08,Gold,A,3,7,Mobile,Budget,3
331,152,19,F,N.,Mid,Web,2025-02-11,Gold ,A,0,72,Desktop,Standard,2
332,431,41,M,S.,High,Referral,2025-10-06,gold,A,2,120,Desktop,Premium,1
333,214,28,F,N.,Mid,Partner,2025-01-01,SILVER,A,2,115,mobile,Budget,2
334,473,51,M,West,High,Partner,2025-07-18,Silver,A,1,112,mobile,Premium,2
335,800,47,M,west,Low,Partner,2025-03-01,Silver,A,1,79,DESKTOP,Standard,3
336,699,45,F,west,High,Web,2025-11-28,Platinum,A,1,90,Tablet,Budget,1
337,431,74,F,WEST,Mid,Store,2025-03-08,Silver,A,3,7,MOBILE,Family,3
338,880,48,M,Western,Mid,Partner,2025-10-21,Premium-Gold,A,1,24,DESKTOP,Standard,3
339,883,41,F,W.,High,Web,2025-07-29,gold,A,3,85,mobile,Budget,3
340,400,21,F,S.,Mid,Referral,2025-01-15,silver,A,1,119,TABLET,Budget,1
341,688,34,F,WEST,Mid,Referral,2025-09-20,SILVER,A,0,109,desktop,Standard,1
342,309,70,F,Eastern,Mid,Store,2025-11-17,Silver,A,0,76,MOBILE,Standard,2
343,791,44,M,Western,Low,Referral,2025-03-22,Gold ,A,2,13,desktop,Standard,1
344,337,70,F,Eastern,Mid,Referral,2025-12-20,PLATINUM,A,1,116,desktop,Premium,2
345,233,48,F,S.,Low,Web,2025-10-19,Silver ,A,1,38,Desktop,Premium,3
346,121,49,M,W.,Low,Store,2025-09-28,Platinum,A,2,5,Mobile,Budget,2
347,759,42,F,West,High,Store,2025-05-03,Silver,H,2,92,desktop,Premium,3
348,268,50,F,south,Mid,Web,2025-02-13,Silver ,A,3,20,DESKTOP,Premium,3
349,732,21,M,E.,Mid,Web,2025-06-06,platinum,A,1,36,mobile,Standard,3
350,78,21,M,east,Mid,Web,2025-10-22,Platinum,A,1,81,phone,Family,3
351,451,45,M,South,Mid,Store,2025-08-03,SILVER,A,2,116,tablet,Standard,1
352,386,52,M,N.,Mid,Referral,2025-08-25,GOLD,A,2,109,DESKTOP,Budget,1
353,395,49,F,south,High,Referral,2025-10-13,Plat,A,3,19,MOBILE,Budget,3
354,151,42,F,S.,High,Web,2025-05-04,Premium-Gold,A,3,21,Tablet,Standard,3
355,67,35,M,south,Mid,Web,2025-01-14,GOLD,H,2,97,MOBILE,Standard,3
356,312,59,M,east,Mid,Partner,2025-11-19,Silver,H,2,38,desktop,Budget,2
357,424,53,M,south,Mid,Store,2025-08-12,SILVER,A,1,9,phone,Standard,1
358,715,20,F,north,Mid,Referral,2025-07-26,gold,A,1,71,mobile,Family,2
359,417,44,F,EAST,Mid,Referral,2025-07-29,Silver ,A,2,79,Tablet,Premium,2
360,222,59,F,south,Mid,Referral,2025-11-08,SILVER,A,3,120,desktop,Premium,1
361,237,63,M,Western,Mid,Referral,2025-10-08,silver,H,2,58,MOBILE,Premium,2
362,551,34,M,south,Mid,Referral,2025-09-02,Silver ,H,2,96,Tablet,Premium,2
363,393,71,F,north,Mid,Partner,2025-10-13,SILVER,A,1,64,Tablet,Standard,1
364,812,55,F,Western,Mid,Web,2025-04-16,silver,A,1,111,desktop,Standard,3
365,396,43,F,EAST,Low,Web,2025-09-17,Silver,A,1,58,mobile,Standard,2
366,511,54,F,South,Low,Partner,2025-12-22,SILVER,A,1,81,Mobile,Budget,3
367,58,68,M,North,Mid,Web,2025-03-27,platinum,A,1,116,DESKTOP,Standard,1
368,175,31,M,EAST,Mid,Web,2025-07-28,Gold,A,1,106,Tablet,Standard,3
369,766,26,F,E.,Low,Referral,2025-09-06,Silver,A,1,48,Mobile,Budget,2
370,311,43,M,S.,Mid,Web,2025-07-08,SILVER,A,1,61,MOBILE,Standard,3
371,379,22,M,East,Mid,Referral,2025-12-20,Silver ,A,3,71,mobile,Premium,1
372,532,66,F,NORTH,Low,Referral,2025-05-28,gold,A,0,15,MOBILE,Budget,1
373,53,74,F,north,High,Store,2025-03-21,gold,A,0,28,Desktop,Standard,1
374,456,53,F,EAST,High,Store,2025-02-19,Gold ,A,1,85,mobile,Budget,2
375,312,74,F,north,Mid,Web,2025-11-06,Gold,A,1,8,desktop,Budget,2
376,134,21,M,east,Mid,Store,2025-09-08,Silver,A,5,72,Desktop,Premium,1
377,377,54,M,South,Low,Web,2025-07-30,SILVER,A,2,58,MOBILE,Budget,1
378,403,43,F,South,High,Referral,2025-06-07,SILVER,A,0,58,TABLET,Standard,3
379,168,34,F,WEST,Mid,Web,2025-05-30,Silver,H,2,102,Mobile,Family,3
380,489,36,M,west,High,Web,2025-12-08,Silver,A,0,33,Mobile,Standard,1
381,672,49,F,west,Mid,Store,2025-09-06,Gold,H,1,95,Mobile,Standard,3
382,241,55,M,South,Low,Store,2025-12-19,SILVER,A,2,94,phone,Premium,3
383,870,27,M,West,Low,Partner,2025-10-20,Gold ,A,1,120,Mobile,Budget,3
384,552,53,M,North,Mid,Store,2025-10-08,SILVER,A,1,99,Tablet,Standard,1
385,696,71,M,south,Mid,Web,2025-07-22,Silver,A,2,61,Mobile,Standard,2
386,64,18,M,East,Low,Store,2025-03-30,Premium-Gold,R,1,44,MOBILE,Budget,1
387,691,68,M,North,Mid,Web,2025-08-27,Silver,A,1,94,DESKTOP,Budget,1
388,303,53,F,east,High,Web,2025-09-19,Silver ,A,2,112,Tablet,Standard,3
389,640,37,F,north,Mid,Web,2025-07-10,Silver ,A,1,33,Mobile,Budget,3
390,724,60,F,West,Mid,Web,2025-01-08,GOLD,A,0,44,MOBILE,Budget,1
391,226,53,F,South,Low,Web,2025-12-17,Silver ,A,2,60,Mobile,Standard,2
392,234,62,F,Western,Mid,Partner,2025-10-29,PLATINUM,H,1,13,phone,Standard,1
393,54,22,F,E.,Mid,Web,2025-05-09,Plat,A,2,38,MOBILE,Standard,3
394,545,21,F,South,High,Web,2025-06-30,Gold,A,3,20,Desktop,Budget,2
395,697,55,F,south,Mid,Store,2025-02-15,Silver,H,1,93,mobile,Premium,1
396,370,35,F,north,Mid,Web,2025-12-08,Premium-Gold,A,0,59,phone,Family,3
397,145,31,M,N.,Low,Store,2025-03-26,Silver ,A,2,73,Desktop,Standard,1
398,285,42,M,Eastern,Low,Referral,2025-05-18,PLATINUM,H,4,9,phone,Family,1
399,363,60,M,N.,Mid,Partner,2025-06-06,silver,A,1,69,MOBILE,Standard,3
400,825,28,M,East,Mid,Referral,2025-04-07,silver,A,1,86,DESKTOP,Budget,2
401,112,74,M,EAST,Mid,Web,2025-08-20,silver,H,1,83,mobile,Standard,3
402,309,42,M,south,High,Web,2025-12-30,GOLD,A,2,96,mobile,Standard,1
403,575,26,F,NORTH,High,Store,2025-11-09,PLATINUM,H,0,13,MOBILE,Family,2
404,214,22,M,Eastern,High,Referral,2025-07-13,Silver ,A,1,66,mobile,Standard,2
405,797,67,F,east,Low,Referral,2025-02-17,silver,A,1,58,DESKTOP,Standard,1
406,819,24,M,SOUTH,Mid,Web,2025-11-12,Premium-Gold,A,3,108,phone,Family,1
407,343,42,M,east,High,Referral,2025-04-04,Gold,A,4,83,MOBILE,Budget,1
408,672,56,F,east,Mid,Partner,2025-11-29,Premium-Gold,A,2,115,MOBILE,Premium,2
409,681,47,M,east,Low,Web,2025-05-25,SILVER,A,0,3,Mobile,Standard,2
410,614,33,F,E.,High,Web,2025-07-09,GOLD,A,0,54,DESKTOP,Family,2
411,168,24,F,WEST,Mid,Referral,2025-06-09,gold,A,1,85,tablet,Budget,1
412,45,59,F,SOUTH,Mid,Web,2025-06-16,silver,A,2,10,Mobile,Premium,3
413,313,46,F,W.,High,Referral,2025-03-02,silver,A,0,78,MOBILE,Standard,3
414,119,20,F,west,Mid,Store,2025-07-21,Silver ,A,0,27,DESKTOP,Family,3
415,264,28,M,N.,Mid,Store,2025-05-28,Silver,A,2,8,mobile,Family,1
416,575,50,M,North,Mid,Store,2025-11-06,Gold ,A,2,79,phone,Premium,3
417,530,27,F,N.,Mid,Referral,2025-06-24,Silver ,A,2,51,Tablet,Budget,1
418,189,40,M,North,Low,Web,2025-12-19,GOLD,A,1,49,phone,Standard,2
419,16,25,F,north,Mid,Web,2025-04-19,SILVER,A,2,39,Mobile,Family,1
420,204,64,F,N.,High,Store,2025-04-30,PLATINUM,A,0,82,MOBILE,Standard,1
421,410,54,M,SOUTH,Low,Partner,2025-01-14,GOLD,A,2,74,desktop,Family,2
422,702,63,M,north,Mid,Web,2025-09-27,Gold ,A,0,80,desktop,Premium,1
423,329,21,F,S.,High,Web,2025-01-27,Premium-Gold,H,1,95,MOBILE,Standard,3
424,258,39,F,East,Low,Web,2025-04-15,SILVER,A,1,73,DESKTOP,Budget,2
425,497,33,M,NORTH,Mid,Web,2025-11-29,Premium-Gold,A,1,9,Mobile,Standard,3
426,65,54,M,NORTH,Mid,Web,2025-08-11,GOLD,A,1,19,Tablet,Premium,1
427,203,65,F,west,Mid,Referral,2025-07-23,Silver ,A,2,119,phone,Standard,3
428,33,31,F,S.,Low,Web,2025-10-21,Plat,A,1,34,Mobile,Budget,1
429,474,62,F,W.,Mid,Referral,2025-10-09,Silver,A,0,51,MOBILE,Premium,2
430,399,51,M,East,Mid,Referral,2025-11-20,Premium-Gold,A,2,45,mobile,Budget,2
431,525,65,M,South,Mid,Web,2025-08-31,SILVER,A,1,119,Desktop,Standard,3
432,556,22,M,East,Low,Store,2025-06-13,GOLD,A,2,99,phone,Standard,1
433,356,75,F,WEST,Mid,Store,2025-02-17,Silver ,A,2,58,MOBILE,Standard,1
434,782,43,M,WEST,Mid,Store,2025-05-15,Silver,A,1,82,mobile,Budget,1
435,827,34,M,SOUTH,Low,Web,2025-09-15,SILVER,A,0,66,MOBILE,Premium,3
436,100,28,F,W.,Low,Web,2025-04-03,PLATINUM,A,2,78,Mobile,Family,2
437,829,75,M,North,Low,Web,2025-09-02,Silver ,A,1,115,mobile,Premium,1
438,178,69,F,south,Mid,Store,2025-02-18,Gold ,A,1,81,MOBILE,Family,3
439,224,25,F,N.,Low,Referral,2025-01-23,SILVER,A,1,13,desktop,Budget,1
440,477,43,M,S.,High,Store,2025-05-14,GOLD,H,3,60,DESKTOP,Budget,1
441,27,60,F,south,Mid,Store,2025-03-25,SILVER,H,3,99,phone,Budget,2
442,328,52,M,West,High,Referral,2025-11-15,Premium-Gold,A,0,4,MOBILE,Premium,3
443,176,28,F,South,High,Store,2025-05-19,Plat,A,4,43,MOBILE,Budget,3
444,435,38,F,west,Low,Web,2025-06-02,Silver,A,2,24,Mobile,Family,1
445,734,39,F,EAST,Mid,Referral,2025-05-28,SILVER,H,2,87,mobile,Standard,3
446,832,34,M,east,High,Partner,2025-04-26,platinum,A,1,16,mobile,Premium,3
447,191,73,F,North,Mid,Web,2025-12-01,Silver,A,2,75,Tablet,Standard,1
448,491,29,M,east,Mid,Partner,2025-09-27,Silver ,A,0,7,desktop,Premium,2
449,427,58,F,north,Mid,Referral,2025-02-27,Silver ,A,1,111,phone,Standard,2
450,374,70,F,WEST,Low,Web,2025-03-20,Premium-Gold,A,0,38,Mobile,Standard,2
451,570,64,M,West,Mid,Partner,2025-01-30,platinum,A,1,49,mobile,Premium,2
452,891,64,F,E.,High,Web,2025-04-04,GOLD,A,4,95,phone,Budget,2
453,365,27,M,south,High,Web,2025-08-28,Gold ,A,1,45,phone,Family,2
454,59,25,F,west,Low,Web,2025-12-08,Silver,A,0,13,Mobile,Premium,2
455,825,63,F,Eastern,Mid,Store,2025-06-25,Silver,A,1,109,mobile,Premium,2
456,839,61,M,W.,Mid,Referral,2025-01-30,silver,A,1,13,mobile,Budget,2
457,291,61,M,West,High,Web,2025-01-18,SILVER,H,1,60,Desktop,Budget,1
458,452,42,M,North,Low,Web,2025-06-01,silver,A,0,15,phone,Budget,2
459,777,48,F,West,High,Web,2025-04-07,gold,R,1,84,Tablet,Premium,3
460,454,18,F,EAST,High,Web,2025-07-30,SILVER,A,1,32,mobile,Budget,3
461,434,34,M,south,Low,Store,2025-02-13,Silver ,A,3,112,Mobile,Family,3
462,830,48,M,west,Low,Store,2025-03-26,silver,H,3,24,mobile,Family,3
463,746,25,M,EAST,High,Store,2025-07-22,silver,A,0,81,Mobile,Budget,3
464,457,25,M,SOUTH,Low,Partner,2025-04-13,silver,H,0,1,Mobile,Premium,2
465,146,20,M,North,Mid,Store,2025-05-14,silver,A,1,13,MOBILE,Standard,3
466,395,30,F,North,High,Web,2025-03-22,SILVER,A,1,33,mobile,Standard,3
467,609,75,M,W.,Mid,Web,2025-01-19,gold,A,1,106,Mobile,Budget,1
468,246,58,F,Western,Mid,Referral,2025-05-06,Gold ,A,1,120,mobile,Family,1
469,484,72,F,Western,Mid,Referral,2025-05-01,Gold,A,2,74,Desktop,Family,1
470,593,32,M,Eastern,Low,Referral,2025-11-24,Gold ,A,4,40,DESKTOP,Budget,2
471,77,52,F,WEST,High,Referral,2025-11-22,Gold,A,4,37,DESKTOP,Standard,3
472,513,69,F,S.,Mid,Store,2025-06-07,platinum,A,0,25,TABLET,Standard,2
473,664,38,M,N.,Low,Referral,2025-04-16,Silver ,A,4,41,mobile,Standard,3
474,193,56,M,Western,Low,Partner,2025-06-02,gold,A,1,59,TABLET,Budget,1
475,494,58,M,East,High,Web,2025-08-10,SILVER,A,0,82,phone,Family,2
476,639,66,M,North,Low,Web,2025-05-22,silver,A,2,27,MOBILE,Family,3
477,40,74,F,EAST,High,Web,2025-10-03,Silver ,A,2,4,DESKTOP,Standard,1
478,580,53,M,EAST,Mid,Web,2025-12-18,Silver ,A,3,67,mobile,Family,3
479,234,51,F,Eastern,High,Partner,2025-05-28,Premium-Gold,A,1,29,MOBILE,Premium,1
480,358,68,F,north,High,Store,2025-02-12,silver,A,0,48,phone,Standard,3
481,584,57,F,N.,High,Referral,2025-02-14,gold,A,2,86,mobile,Family,1
482,4,38,F,Eastern,High,Store,2025-11-15,PLATINUM,A,2,108,Mobile,Standard,2
483,16,54,F,Eastern,Low,Web,2025-06-01,Silver ,A,0,64,Desktop,Standard,3
484,402,49,F,North,Mid,Referral,2025-04-30,SILVER,A,2,112,mobile,Standard,2
485,855,31,M,North,Mid,Partner,2025-08-15,SILVER,A,1,32,mobile,Premium,2
486,6,47,F,North,Mid,Web,2025-12-16,Silver ,A,2,86,Mobile,Budget,3
487,710,54,F,E.,High,Web,2025-06-04,Plat,A,1,118,tablet,Budget,3
488,68,70,M,NORTH,High,Web,2025-04-26,gold,A,3,26,Tablet,Standard,1
489,441,51,M,south,Mid,Web,2025-11-11,gold,A,1,89,desktop,Standard,2
490,388,27,M,North,Mid,Referral,2025-01-31,silver,A,0,57,mobile,Budget,3
491,422,75,F,EAST,Mid,Referral,2025-11-05,GOLD,A,0,106,MOBILE,Budget,2
492,74,51,F,NORTH,Mid,Store,2025-07-09,Premium-Gold,A,0,36,Mobile,Family,1
493,679,34,M,WEST,Mid,Web,2025-01-08,silver,A,1,116,Desktop,Standard,1
494,249,61,M,east,Mid,Referral,2025-03-25,Silver,A,2,96,Mobile,Standard,3
495,694,40,F,WEST,Low,Store,2025-09-05,silver,A,0,85,Desktop,Family,2
496,590,39,M,SOUTH,Low,Web,2025-10-02,SILVER,A,1,3,Mobile,Family,3
497,497,66,M,WEST,Mid,Store,2025-03-13,Platinum,A,0,10,tablet,Budget,3
498,278,68,M,S.,Mid,Partner,2025-08-28,gold,A,3,80,mobile,Standard,1
499,588,48,F,west,High,Partner,2025-12-28,silver,A,1,57,Mobile,Standard,2
500,898,39,M,W.,Mid,Web,2025-09-08,Plat,A,1,39,MOBILE,Standard,1
501,831,68,F,Eastern,Low,Partner,2025-09-14,SILVER,A,1,101,DESKTOP,Premium,3
502,825,28,M,North,Low,Web,2025-03-12,SILVER,A,1,58,tablet,Budget,2
503,198,61,F,east,Low,Web,2025-08-21,PLATINUM,H,2,55,mobile,Standard,3
504,527,51,F,West,High,Web,2025-09-16,Platinum,A,2,39,Tablet,Standard,1
505,359,67,F,east,Low,Referral,2025-02-10,gold,A,1,118,phone,Standard,1
506,871,42,M,West,Mid,Web,2025-04-24,Silver ,A,1,44,mobile,Budget,3
507,856,66,M,W.,High,Partner,2025-11-19,PLATINUM,A,2,31,mobile,Family,2
508,782,18,M,East,High,Web,2025-12-31,Gold ,A,2,81,Mobile,Standard,1
509,147,61,M,W.,Low,Referral,2025-03-05,Gold ,A,2,4,Tablet,Budget,3
510,288,22,M,SOUTH,Low,Store,2025-09-25,SILVER,H,2,72,MOBILE,Premium,2
511,641,55,M,Eastern,Low,Referral,2025-07-03,SILVER,A,3,68,mobile,Budget,1
512,675,29,F,west,Low,Web,2025-08-04,gold,A,1,29,MOBILE,Standard,1
513,316,73,M,west,Low,Web,2025-07-06,Platinum,A,0,93,Desktop,Standard,3
514,124,62,F,west,Mid,Store,2025-11-13,Gold,A,2,5,tablet,Budget,1
515,124,24,F,NORTH,High,Partner,2025-06-12,gold,A,1,118,DESKTOP,Budget,2
516,617,69,F,east,Mid,Referral,2025-08-04,Gold ,A,3,103,MOBILE,Budget,1
517,409,32,F,West,Mid,Referral,2025-09-02,Premium-Gold,A,1,21,Mobile,Premium,3
518,442,49,M,N.,Low,Partner,2025-07-21,silver,A,1,59,phone,Premium,3
519,734,22,M,W.,High,Referral,2025-11-18,SILVER,A,2,23,TABLET,Budget,3
520,16,24,F,South,Mid,Store,2025-03-28,Silver ,A,0,74,mobile,Budget,3
521,680,31,M,SOUTH,High,Web,2025-12-13,Gold ,A,2,42,TABLET,Family,1
522,247,48,F,east,High,Partner,2025-09-05,silver,A,1,59,Desktop,Budget,3
523,839,49,F,West,Mid,Web,2025-12-17,silver,A,2,115,desktop,Standard,1
524,860,67,F,EAST,Low,Referral,2025-05-17,PLATINUM,A,1,74,Desktop,Premium,2
525,452,27,F,E.,Low,Web,2025-06-24,gold,A,1,104,mobile,Budget,3
526,285,61,F,West,Mid,Web,2025-01-16,Silver,A,1,75,phone,Family,1
527,210,18,F,north,High,Store,2025-12-04,SILVER,H,1,57,Mobile,Budget,1
528,164,34,F,Western,Mid,Web,2025-10-25,Gold ,A,1,1,Mobile,Family,1
529,900,28,F,east,Mid,Web,2025-04-19,silver,A,2,10,desktop,Standard,2
530,169,25,M,East,Mid,Store,2025-01-19,Silver,A,2,64,phone,Budget,2
531,402,51,F,south,Low,Web,2025-09-12,Silver ,A,4,60,tablet,Standard,2
532,432,70,F,SOUTH,Mid,Partner,2025-09-03,silver,R,2,60,Tablet,Family,1
533,612,56,M,Eastern,Mid,Web,2025-07-12,Gold ,A,0,102,Mobile,Standard,1
534,759,67,F,NORTH,Mid,Web,2025-02-27,Silver,A,0,11,MOBILE,Budget,1
535,503,52,F,West,Mid,Web,2025-12-02,silver,A,0,79,MOBILE,Family,1
536,683,21,F,N.,Low,Referral,2025-06-07,SILVER,A,2,90,Mobile,Budget,2
537,511,38,M,N.,Mid,Referral,2025-09-22,Silver,A,3,78,Desktop,Budget,1
538,394,65,M,SOUTH,Low,Web,2025-11-10,silver,R,1,28,Desktop,Budget,1
539,142,20,M,Eastern,High,Referral,2025-07-20,PLATINUM,A,1,49,desktop,Family,2
540,188,23,M,W.,Low,Store,2025-02-04,Silver ,A,0,6,mobile,Budget,2
541,390,66,F,South,Low,Store,2025-11-21,silver,A,2,21,tablet,Budget,3
542,42,21,F,EAST,Mid,Store,2025-09-01,Silver,H,1,97,Desktop,Family,2
543,285,73,F,EAST,Mid,Store,2025-11-23,Gold,A,1,74,tablet,Standard,3
544,417,61,F,north,Mid,Referral,2025-08-12,SILVER,A,0,104,desktop,Standard,3
545,426,56,F,SOUTH,Mid,Partner,2025-11-28,PLATINUM,A,0,83,DESKTOP,Standard,2
546,734,49,F,NORTH,High,Store,2025-11-13,GOLD,A,2,29,MOBILE,Budget,2
547,871,23,M,South,Mid,Web,2025-03-20,GOLD,H,1,98,DESKTOP,Standard,1
548,657,42,F,NORTH,Mid,Web,2025-03-05,Gold,A,4,83,phone,Standard,3
549,72,64,F,East,Mid,Store,2025-02-28,Silver,A,1,23,Mobile,Standard,3
550,368,70,M,NORTH,Low,Web,2025-10-19,Platinum,A,0,0,phone,Premium,2
551,657,43,F,south,Mid,Web,2025-03-29,platinum,H,2,92,phone,Standard,2
552,536,66,M,South,Low,Web,2025-06-14,silver,A,3,87,mobile,Budget,1
553,413,63,M,Eastern,Mid,Web,2025-10-15,Gold,H,1,10,mobile,Standard,2
554,393,21,M,east,Low,Store,2025-06-06,SILVER,A,2,56,DESKTOP,Premium,1
555,366,53,F,South,High,Store,2025-01-23,gold,H,2,110,DESKTOP,Premium,1
556,522,53,F,east,Mid,Partner,2025-05-13,Premium-Gold,A,0,95,TABLET,Premium,1
557,161,49,M,E.,High,Web,2025-02-04,platinum,A,2,98,Desktop,Family,2
558,466,62,M,South,Mid,Partner,2025-05-21,Silver,H,1,47,phone,Family,2
559,186,69,M,WEST,Low,Partner,2025-09-26,Gold ,H,2,14,DESKTOP,Family,2
560,613,49,F,WEST,High,Store,2025-07-09,Gold ,A,2,42,MOBILE,Standard,3
561,779,36,F,Eastern,Mid,Store,2025-09-04,Silver ,A,0,83,MOBILE,Budget,2
562,457,75,F,East,Mid,Partner,2025-02-08,Gold ,A,1,101,tablet,Standard,3
563,349,73,F,South,Mid,Partner,2025-10-01,gold,A,2,77,TABLET,Budget,1
564,847,57,F,WEST,Mid,Referral,2025-06-05,Gold ,H,0,4,phone,Budget,1
565,594,55,M,East,High,Referral,2025-04-15,Plat,A,0,71,DESKTOP,Standard,2
566,386,24,F,W.,Mid,Partner,2025-08-26,SILVER,A,0,22,MOBILE,Standard,1
567,26,41,M,east,Mid,Partner,2025-02-19,Silver ,A,2,73,tablet,Premium,3
568,15,29,M,EAST,Mid,Web,2025-07-01,Silver ,H,2,49,DESKTOP,Standard,1
569,200,47,F,East,Mid,Referral,2025-06-04,Silver ,A,1,64,Mobile,Budget,3
570,213,65,M,W.,High,Web,2025-03-02,SILVER,A,1,72,desktop,Family,3
571,650,31,M,EAST,Mid,Web,2025-12-14,platinum,A,2,77,mobile,Standard,2
572,451,75,F,West,Mid,Referral,2025-05-13,Silver ,A,1,0,mobile,Budget,1
573,900,25,F,west,High,Store,2025-01-15,Premium-Gold,A,0,116,Desktop,Budget,2
574,487,23,M,West,Mid,Web,2025-06-11,silver,A,0,69,desktop,Budget,2
575,813,74,M,East,Mid,Web,2025-12-19,Silver,A,4,61,Mobile,Family,2
576,498,23,M,E.,Mid,Web,2025-09-02,Premium-Gold,R,5,45,Desktop,Budget,1
577,323,60,M,EAST,Low,Store,2025-08-21,gold,A,3,12,MOBILE,Family,1
578,644,62,F,Western,Mid,Web,2025-11-25,Silver ,A,0,76,Mobile,Standard,3
579,405,37,M,north,Low,Referral,2025-01-31,Platinum,A,6,43,Desktop,Premium,1
580,248,21,M,E.,Low,Referral,2025-07-20,Silver ,A,0,109,phone,Budget,2
581,426,35,M,SOUTH,Mid,Store,2025-04-28,SILVER,A,1,79,Mobile,Standard,3
582,599,21,M,NORTH,Mid,Store,2025-09-04,silver,A,2,53,tablet,Standard,1
583,339,56,M,Eastern,High,Web,2025-11-08,Gold,A,1,3,DESKTOP,Standard,3
584,634,69,M,E.,Low,Web,2025-01-29,Silver ,H,1,67,mobile,Family,2
585,883,75,F,E.,Low,Store,2025-02-27,Gold,A,2,102,phone,Premium,2
586,371,64,M,E.,High,Web,2025-12-15,Gold,H,1,55,tablet,Budget,3
587,266,62,F,WEST,Low,Web,2025-06-29,Silver ,A,1,78,TABLET,Premium,3
588,362,69,M,E.,Low,Web,2025-04-26,Gold ,A,0,14,mobile,Budget,2
589,755,62,M,S.,Low,Web,2025-02-25,Silver,H,1,49,mobile,Family,1
590,162,55,M,W.,Mid,Partner,2025-05-10,silver,H,0,95,Mobile,Standard,3
591,877,75,F,NORTH,High,Store,2025-01-02,SILVER,A,1,51,Mobile,Budget,1
592,373,36,F,North,Mid,Referral,2025-03-23,SILVER,A,2,107,MOBILE,Standard,3
593,758,41,F,WEST,Mid,Store,2025-03-08,silver,A,1,49,Desktop,Budget,2
594,709,70,F,South,Low,Referral,2025-01-31,silver,A,1,98,DESKTOP,Family,2
595,706,36,F,South,Mid,Partner,2025-12-20,Gold,A,2,77,TABLET,Standard,3
596,819,35,M,west,Mid,Referral,2025-10-16,Silver,A,3,114,mobile,Budget,3
597,167,26,F,EAST,Low,Partner,2025-12-10,Silver ,A,2,64,mobile,Family,1
598,535,33,M,WEST,Low,Web,2025-03-29,gold,A,1,56,Mobile,Budget,3
599,90,52,F,Eastern,Mid,Referral,2025-04-16,Silver ,H,0,42,phone,Budget,2
600,270,69,M,W.,Low,Web,2025-04-14,Gold,A,1,78,phone,Premium,2
601,37,25,M,WEST,Mid,Web,2025-07-23,Premium-Gold,A,0,118,TABLET,Budget,2
602,615,57,M,west,Mid,Web,2025-03-08,silver,A,0,20,Mobile,Family,3
603,547,62,M,SOUTH,Low,Partner,2025-03-27,Silver ,H,3,113,Desktop,Standard,1
604,667,69,M,east,Mid,Partner,2025-12-22,Silver ,A,2,118,MOBILE,Budget,2
