activity_id,customer_id,activity_date,session_length_min,pages_viewed,cart_additions,promo_clicked,coupon_shown,coupon_redeemed,support_chat_started,refund_requested,shipping_delay_flag,device_type,campaign_id,event_source,event_batch_id
988,243,2026-01-14,9.7,5,1,1,0,0,0,0,0,desktop,C1,site,B965
986,243,2026-02-13,8.3,12,1,0,0,0,0,0,0,tablet,C4,site,B933
987,243,2026-03-16,8.7,8,0,1,0,0,0,0,0,desktop,C2,email,B958
989,243,2026-03-30,9.1,6,0,0,0,0,0,0,0,mobile,C1,ad,B573
990,244,2026-01-10,7.8,7,1,0,0,0,0,0,0,tablet,C2,ad,B434
992,244,2026-01-13,7.8,9,2,0,1,0,0,0,1,tablet,C4,site,B585
991,244,2026-02-16,13.4,13,0,0,0,0,0,0,0,desktop,C5,push,B848
993,245,2026-01-11,6.5,8,2,1,0,0,0,0,0,mobile,C3,site,B909
994,245,2026-03-28,6.8,9,0,0,1,0,0,0,0,desktop,C1,push,B284
995,245,2026-03-29,8.9,9,1,0,1,0,0,0,0,desktop,C5,ad,B339
998,246,2026-01-08,8.2,6,1,0,0,0,0,0,0,desktop,C4,site,B460
996,246,2026-01-20,13.3,9,1,0,0,0,0,0,0,tablet,C5,email,B455
997,246,2026-02-02,14.1,9,2,0,1,0,0,0,0,desktop,C3,push,B897
1001,247,2026-01-02,12.2,10,1,0,0,0,0,0,0,tablet,C1,push,B530
999,247,2026-02-12,11.3,11,1,0,0,0,0,0,0,mobile,C2,push,B747
1000,247,2026-02-23,10.7,4,0,1,0,0,0,0,0,mobile,C4,site,B298
1004,248,2025-12-31,12.1,10,1,0,0,0,0,0,0,mobile,C4,site,B949
1002,248,2026-01-08,9.3,11,1,1,0,0,0,0,0,mobile,C2,site,B741
1003,248,2026-02-02,8.1,5,0,0,0,0,0,0,0,mobile,C4,email,B969
1010,249,2026-01-10,4.8,9,1,0,0,0,0,0,0,mobile,C4,site,B171
1008,249,2026-02-16,2.4,6,1,1,0,1,1,0,0,mobile,C1,email,B791
1005,249,2026-02-17,6.8,14,4,0,1,0,0,0,0,mobile,C5,push,B364
1009,249,2026-02-22,4.0,10,2,0,1,1,0,0,0,mobile,C5,site,B380
1007,249,2026-03-26,4.0,1,0,1,0,0,0,0,0,mobile,C4,ad,B111
1006,249,2026-03-29,7.5,8,2,0,0,0,0,0,0,mobile,C1,site,B506
1011,250,2026-02-19,11.1,11,2,0,0,0,0,0,0,tablet,C2,site,B638
1012,251,2026-02-14,6.3,10,4,1,0,0,0,0,0,mobile,C1,site,B259
1013,251,2026-03-24,13.5,11,3,0,1,0,0,0,0,mobile,C2,push,B936
1017,252,2026-01-10,1.2,4,1,0,1,1,0,0,0,tablet,C5,site,B320
1018,252,2026-01-19,7.0,6,1,0,0,0,1,0,0,mobile,C1,site,B525
1015,252,2026-01-21,6.8,9,1,0,0,0,0,0,0,mobile,C4,ad,B283
1014,252,2026-03-15,10.2,6,1,0,0,0,1,0,0,mobile,C2,push,B553
1016,252,2026-03-29,6.2,7,0,0,0,0,0,0,0,mobile,C5,site,B355
1022,253,2026-01-13,7.5,7,0,1,0,0,0,0,0,tablet,C1,site,B108
1021,253,2026-02-01,8.6,10,2,0,0,1,0,0,0,mobile,C3,ad,B909
1020,253,2026-02-24,14.2,13,1,0,1,0,1,0,0,mobile,C5,email,B614
1019,253,2026-03-20,5.9,11,0,0,1,0,0,0,0,mobile,C1,ad,B228
1024,254,2026-01-03,8.1,8,2,0,0,0,0,0,0,desktop,C3,site,B389
1029,254,2026-01-05,7.8,9,1,0,0,0,0,0,0,mobile,C5,email,B326
1023,254,2026-01-15,6.4,9,1,0,1,0,1,0,0,desktop,C3,site,B843
1025,254,2026-01-18,12.6,10,2,0,1,0,0,0,0,mobile,C3,email,B601
1026,254,2026-01-29,9.3,10,1,0,1,0,0,0,0,tablet,C3,site,B477
1027,254,2026-02-17,10.7,10,1,1,0,0,0,0,0,tablet,C3,push,B765
1028,254,2026-03-12,7.6,8,0,1,0,0,0,0,0,tablet,C3,ad,B187
1032,255,2026-01-15,9.0,7,0,0,1,0,0,0,0,mobile,C4,email,B483
1031,255,2026-02-28,3.7,9,1,0,0,0,0,0,0,mobile,C4,ad,B345
1030,255,2026-03-04,7.1,7,0,1,0,0,0,0,1,mobile,C3,site,B352
1036,256,2026-01-20,11.1,15,2,1,0,0,0,0,0,desktop,C5,site,B258
1033,256,2026-02-02,3.7,8,1,0,0,1,0,0,0,mobile,C5,email,B410
1035,256,2026-02-03,1.0,6,0,0,0,0,0,0,0,mobile,C4,email,B874
1038,256,2026-02-09,5.0,9,0,0,0,1,0,0,0,mobile,C2,push,B996
1034,256,2026-03-15,1.9,8,0,1,1,1,0,0,0,desktop,C1,site,B804
1037,256,2026-03-29,10.0,12,0,0,1,0,0,0,0,desktop,C4,site,B126
1039,257,2026-01-07,9.7,11,0,0,0,0,0,0,1,mobile,C3,site,B109
1042,257,2026-01-08,6.5,10,0,0,0,0,0,0,0,desktop,C3,push,B456
1040,257,2026-02-03,13.5,9,1,0,1,0,1,0,0,desktop,C3,email,B322
1041,257,2026-02-28,9.7,8,1,0,0,0,0,0,0,mobile,C5,email,B816
1043,258,2026-01-14,4.9,5,2,0,0,1,1,0,0,mobile,C4,push,B200
1045,258,2026-01-21,16.2,9,1,0,0,0,1,0,1,mobile,C4,site,B711
1046,258,2026-01-26,9.7,12,0,0,1,0,0,0,0,desktop,C4,email,B372
1044,258,2026-03-06,13.3,8,3,0,0,0,0,0,0,desktop,C4,site,B705
1048,259,2026-01-27,14.1,10,0,0,1,0,0,0,0,mobile,C4,push,B400
1047,259,2026-01-31,10.7,12,2,1,0,0,0,0,0,mobile,C2,push,B896
1049,259,2026-03-21,10.6,6,2,1,0,0,0,0,0,mobile,C1,ad,B200
1053,260,2026-01-20,1.6,9,0,0,0,0,0,0,0,mobile,C4,site,B810
1050,260,2026-01-28,2.6,6,0,0,0,0,0,0,0,desktop,C2,site,B108
1051,260,2026-03-15,13.0,13,0,0,1,0,0,0,0,desktop,C4,site,B520
1052,260,2026-03-23,13.5,13,1,0,1,1,0,0,0,tablet,C1,push,B794
1054,261,2026-01-19,3.4,8,0,0,0,0,0,0,0,mobile,C4,site,B164
1056,261,2026-01-26,5.8,6,1,0,0,0,0,0,0,mobile,C3,push,B758
1055,261,2026-01-29,1.6,6,2,0,0,0,0,0,0,desktop,C1,site,B230
1057,261,2026-02-08,8.9,7,1,0,0,0,1,0,0,desktop,C1,push,B780
1061,262,2026-02-07,11.6,10,0,0,0,0,1,0,0,mobile,C5,ad,B429
1058,262,2026-02-28,11.1,13,1,0,0,0,0,0,0,tablet,C5,email,B464
1060,262,2026-03-02,10.5,10,2,0,0,0,1,0,0,desktop,C2,ad,B135
1059,262,2026-03-06,4.4,6,2,0,0,0,0,0,0,mobile,C2,ad,B481
1063,263,2026-01-01,6.7,7,0,0,0,0,0,0,0,desktop,C4,site,B864
1069,263,2026-01-19,11.6,7,0,0,0,0,0,0,0,mobile,C5,site,B949
1065,263,2026-01-22,16.0,13,2,0,0,0,0,0,0,mobile,C4,site,B812
1066,263,2026-02-17,5.9,10,0,1,0,0,0,0,1,mobile,C5,site,B617
1064,263,2026-02-24,7.5,11,0,0,0,0,0,0,0,tablet,C5,site,B329
1068,263,2026-02-27,8.5,10,1,0,1,0,0,0,1,mobile,C4,site,B241
1067,263,2026-03-05,5.2,9,3,0,0,0,0,0,0,mobile,C2,site,B806
1062,263,2026-03-07,2.6,11,1,0,0,0,0,0,0,mobile,C2,site,B573
1071,264,2026-01-06,13.7,11,1,0,1,1,0,0,0,desktop,C3,site,B241
1075,264,2026-01-13,1.0,8,2,0,1,0,0,0,0,mobile,C1,site,B738
1073,264,2026-02-02,10.9,7,1,0,0,0,0,0,0,mobile,C3,site,B770
1076,264,2026-02-16,9.8,10,1,0,0,0,1,0,0,tablet,C5,ad,B473
1074,264,2026-03-02,12.5,10,1,0,1,0,0,0,0,mobile,C1,push,B692
1070,264,2026-03-13,11.0,10,1,0,1,0,0,0,0,mobile,C5,site,B119
1072,264,2026-03-28,7.6,8,1,0,0,0,0,0,0,desktop,C2,site,B231
1078,265,2026-01-02,8.7,9,3,1,0,0,0,0,1,mobile,C5,push,B108
1077,265,2026-02-21,11.0,15,1,0,0,0,0,0,0,mobile,C2,email,B244
1082,266,2026-02-02,11.9,6,1,0,1,0,0,0,0,mobile,C5,email,B126
1079,266,2026-02-09,11.2,12,1,0,0,0,0,0,0,tablet,C1,email,B786
1080,266,2026-02-17,11.5,11,2,1,0,0,0,0,0,mobile,C3,email,B714
1083,266,2026-02-27,3.4,9,1,1,1,0,0,0,0,mobile,C4,site,B403
1084,266,2026-03-08,8.3,7,0,0,1,0,0,0,1,mobile,C3,site,B328
1081,266,2026-03-23,4.1,9,0,0,0,0,0,0,0,desktop,C3,email,B938
1085,266,2026-03-29,14.0,13,0,0,1,0,0,0,0,mobile,C4,email,B151
1089,267,2026-01-06,7.1,6,0,0,1,0,0,0,0,desktop,C1,site,B815
1088,267,2026-01-20,1.0,11,1,1,1,0,1,0,0,tablet,C5,email,B430
1090,267,2026-02-26,8.3,6,0,1,0,0,0,0,0,mobile,C1,site,B835
1086,267,2026-03-10,10.2,12,2,0,1,0,0,0,0,mobile,C1,ad,B357
1087,267,2026-03-19,5.3,6,0,1,1,0,1,0,0,tablet,C2,ad,B370
1094,268,2026-01-03,12.8,11,5,0,1,0,0,0,0,desktop,C5,site,B929
1095,268,2026-01-12,14.3,12,0,0,0,0,0,0,0,tablet,C4,site,B556
1096,268,2026-01-16,11.5,9,0,1,1,0,0,0,0,mobile,C3,ad,B245
1092,268,2026-01-17,1.0,7,0,0,0,0,0,0,0,mobile,C4,site,B505
1093,268,2026-02-13,8.6,12,1,0,0,0,0,0,0,desktop,C4,email,B974
1091,268,2026-03-02,10.0,9,1,0,1,0,0,0,0,mobile,C2,site,B368
1100,269,2026-01-12,15.8,9,1,1,1,0,0,0,0,tablet,C5,ad,B461
1097,269,2026-02-11,9.8,9,0,0,0,0,0,0,0,desktop,C3,site,B600
1098,269,2026-02-13,5.6,9,0,1,0,0,0,0,0,mobile,C1,site,B979
1099,269,2026-03-08,5.8,8,0,0,0,0,0,0,0,desktop,C4,ad,B235
1103,270,2026-01-07,4.5,7,2,0,0,0,0,0,0,mobile,C5,site,B828
1101,270,2026-01-21,15.7,11,0,0,0,0,0,0,0,mobile,C4,email,B583
1102,270,2026-03-28,6.2,11,3,1,0,0,0,0,0,mobile,C1,site,B601
1105,271,2026-02-07,5.2,8,4,0,1,0,0,0,0,desktop,C2,site,B233
1104,271,2026-03-06,13.0,10,1,0,0,0,0,0,0,mobile,C3,site,B509
1107,272,2026-02-11,12.2,9,1,0,1,0,1,0,0,desktop,C1,email,B907
1106,272,2026-03-02,8.6,9,1,0,1,0,0,0,0,mobile,C3,site,B438
1109,273,2026-01-07,8.7,7,1,0,1,0,0,0,0,mobile,C5,push,B651
1108,273,2026-02-04,7.0,12,2,0,0,1,0,0,0,mobile,C5,site,B162
1110,273,2026-03-09,1.0,7,2,0,0,0,0,0,0,mobile,C4,site,B532
1112,274,2026-01-17,16.3,10,0,0,1,0,0,0,0,desktop,C5,site,B235
1114,274,2026-02-04,4.8,9,1,0,0,1,0,0,0,mobile,C1,push,B496
1113,274,2026-03-22,5.5,4,0,0,1,0,0,0,0,mobile,C3,email,B373
1111,274,2026-03-28,1.0,10,1,0,1,0,1,0,0,tablet,C1,site,B634
1115,275,2026-03-25,6.9,8,0,0,0,0,0,0,0,desktop,C3,site,B560
1119,276,2026-02-15,13.1,12,2,0,0,0,0,0,0,desktop,C5,site,B401
1116,276,2026-02-21,9.6,9,0,0,0,0,0,0,0,mobile,C4,site,B576
1117,276,2026-03-28,9.3,9,4,1,0,0,1,0,0,tablet,C2,site,B373
1118,276,2026-03-28,9.2,7,2,0,0,0,0,0,0,mobile,C2,site,B638
1125,277,2026-01-06,11.1,8,0,0,0,0,0,0,0,mobile,C1,email,B886
1126,277,2026-01-12,5.2,5,3,0,0,0,0,0,0,desktop,C3,site,B516
1122,277,2026-01-25,3.5,9,0,1,1,0,0,0,0,mobile,C1,push,B857
1124,277,2026-02-08,4.2,3,1,0,0,0,0,0,0,mobile,C4,email,B596
1120,277,2026-02-10,2.3,9,0,0,0,0,0,0,0,mobile,C4,site,B804
1123,277,2026-02-23,1.7,6,1,0,0,0,0,0,0,tablet,C5,push,B628
1121,277,2026-03-03,14.7,13,1,0,0,0,0,0,0,tablet,C5,site,B714
1127,278,2026-01-18,12.1,9,2,0,1,1,0,0,0,desktop,C3,email,B515
1128,278,2026-02-12,5.2,8,1,0,0,0,1,0,0,mobile,C1,push,B966
1129,278,2026-02-25,9.0,10,3,1,1,0,0,0,0,mobile,C1,email,B626
1131,279,2026-02-17,10.8,13,4,0,1,0,0,0,0,mobile,C2,site,B955
1132,279,2026-02-17,12.3,11,3,0,1,1,0,0,0,mobile,C3,email,B681
1130,279,2026-03-17,12.3,11,2,0,1,0,0,0,0,mobile,C5,email,B693
1133,280,2026-01-20,13.7,2,1,0,1,1,0,0,0,mobile,C3,ad,B954
1136,280,2026-01-21,1.0,5,2,0,0,1,0,0,0,mobile,C2,site,B598
1134,280,2026-02-03,13.7,11,1,0,0,0,0,0,0,desktop,C2,site,B850
1135,280,2026-03-12,11.9,4,3,0,0,0,0,0,1,desktop,C1,site,B284
1138,281,2025-12-31,5.1,4,1,0,1,0,0,0,0,tablet,C3,ad,B675
1141,281,2026-01-02,9.9,11,0,0,1,0,0,0,0,tablet,C4,site,B330
1140,281,2026-02-02,13.1,14,1,1,0,0,1,0,0,mobile,C2,email,B432
1137,281,2026-02-24,18.4,10,0,0,1,0,0,0,0,mobile,C1,email,B423
1139,281,2026-03-23,5.3,11,1,1,0,0,0,0,0,mobile,C1,ad,B422
1142,282,2026-01-05,3.1,8,4,0,0,1,0,0,0,desktop,C1,site,B800
1145,283,2026-01-01,12.3,16,5,0,0,0,0,0,0,tablet,C5,site,B667
1146,283,2026-01-04,17.3,13,2,0,1,0,0,0,0,mobile,C2,site,B850
1147,283,2026-02-19,1.0,6,3,0,1,0,0,0,0,mobile,C1,site,B268
1143,283,2026-02-20,8.2,8,0,0,0,0,0,0,0,desktop,C4,ad,B186
1144,283,2026-03-29,14.3,8,0,0,1,0,0,0,0,desktop,C4,site,B218
1148,284,2026-01-01,7.1,9,1,0,0,0,0,0,0,desktop,C2,site,B903
1149,284,2026-01-03,16.6,10,2,1,0,0,0,0,0,desktop,C3,email,B418
1150,284,2026-02-22,6.1,10,2,0,0,1,0,0,0,mobile,C3,site,B548
1151,284,2026-03-01,8.0,13,2,1,0,0,0,0,0,mobile,C2,site,B522
1153,285,2025-12-31,3.5,12,1,0,1,1,1,0,0,mobile,C5,push,B731
1155,285,2026-02-25,12.7,10,1,0,1,0,0,1,0,desktop,C5,email,B931
1152,285,2026-03-27,4.4,5,0,0,0,0,0,0,0,mobile,C1,site,B664
1154,285,2026-03-27,6.9,9,2,0,1,0,0,0,0,mobile,C5,ad,B340
1156,286,2026-01-17,11.4,15,1,0,0,1,0,0,0,desktop,C2,site,B186
1162,286,2026-01-24,3.7,8,1,0,1,1,0,0,0,mobile,C3,site,B737
1160,286,2026-01-26,14.7,13,0,1,0,0,0,0,0,mobile,C2,site,B280
1158,286,2026-02-17,9.8,10,1,1,0,0,0,0,0,desktop,C4,site,B251
1161,286,2026-03-18,15.3,9,2,0,0,0,0,0,0,mobile,C5,push,B426
1159,286,2026-03-20,16.3,9,0,0,0,0,0,0,0,mobile,C3,site,B257
1157,286,2026-03-27,8.6,6,1,0,0,0,0,0,0,desktop,C3,push,B252
1164,287,2026-01-31,7.5,4,0,1,1,0,0,0,0,mobile,C3,push,B359
1166,287,2026-02-14,4.8,10,2,0,0,1,0,0,0,mobile,C2,site,B877
1163,287,2026-02-16,4.4,9,2,0,0,0,0,0,0,desktop,C5,ad,B653
1167,287,2026-03-06,3.9,6,2,0,1,0,0,0,0,desktop,C3,ad,B463
1165,287,2026-03-23,13.1,7,2,1,0,0,0,0,0,desktop,C1,ad,B848
1171,288,2026-01-10,1.0,2,1,0,1,0,0,0,0,desktop,C1,site,B824
1173,288,2026-01-21,10.9,12,0,0,0,0,0,0,0,mobile,C4,push,B930
1170,288,2026-01-26,16.7,10,0,1,0,1,0,0,0,mobile,C2,push,B173
1168,288,2026-02-07,8.7,15,1,0,0,0,0,0,0,mobile,C2,site,B764
1169,288,2026-02-16,7.1,9,1,0,0,0,0,0,0,desktop,C1,site,B449
1172,288,2026-03-07,4.4,9,2,0,0,0,0,0,0,mobile,C3,site,B160
1174,289,2026-01-13,3.5,10,1,0,0,0,0,0,0,mobile,C5,ad,B786
1176,289,2026-01-22,6.9,11,1,0,0,0,0,0,0,mobile,C3,site,B636
1175,289,2026-02-28,10.8,8,1,0,1,0,0,0,0,mobile,C4,ad,B801
1177,289,2026-03-10,12.6,10,0,0,0,1,0,0,0,mobile,C3,ad,B848
1178,289,2026-03-11,14.3,12,1,0,1,0,0,0,0,mobile,C1,ad,B630
1179,289,2026-03-27,18.5,11,0,0,0,0,0,0,0,mobile,C5,ad,B404
1181,290,2026-03-02,8.9,8,1,0,1,0,0,0,0,mobile,C4,ad,B645
1180,290,2026-03-10,8.5,12,0,0,1,0,0,0,0,mobile,C2,site,B959
1182,291,2026-01-04,5.8,8,1,0,0,0,0,0,0,mobile,C4,email,B474
1184,291,2026-01-22,9.0,7,2,0,0,0,0,0,0,mobile,C3,site,B309
1183,291,2026-02-27,11.8,10,0,0,0,0,0,0,0,mobile,C1,email,B855
1186,292,2026-01-25,6.2,13,1,0,1,0,0,0,0,desktop,C4,email,B864
1187,292,2026-02-25,7.1,11,1,0,0,0,0,0,0,tablet,C1,site,B650
1185,292,2026-02-27,1.6,6,1,1,0,0,0,0,0,desktop,C5,site,B286
1190,293,2026-01-02,9.2,7,0,1,1,0,0,0,0,tablet,C4,push,B191
1188,293,2026-02-24,7.7,6,3,0,0,0,0,0,0,desktop,C3,ad,B636
1189,293,2026-03-11,12.4,8,0,0,0,0,1,0,0,mobile,C3,site,B775
1194,294,2026-03-03,12.1,12,0,1,1,0,0,0,0,desktop,C2,email,B395
1193,294,2026-03-09,6.5,6,2,1,0,0,1,0,0,mobile,C5,push,B839
1191,294,2026-03-14,4.3,11,0,0,0,1,0,0,0,mobile,C3,push,B753
1192,294,2026-03-17,8.8,8,1,0,0,0,0,0,0,desktop,C2,site,B336
1195,295,2026-02-01,10.3,7,3,1,0,0,0,0,0,mobile,C2,site,B201
1198,295,2026-02-04,2.7,9,1,0,0,0,0,0,0,mobile,C1,email,B560
1196,295,2026-03-03,6.1,9,3,0,1,1,0,0,0,mobile,C5,push,B103
1199,295,2026-03-07,14.6,11,1,0,0,0,0,0,0,mobile,C3,site,B137
1197,295,2026-03-27,1.3,6,1,1,0,0,1,0,0,mobile,C1,email,B215
1202,296,2026-01-19,12.5,9,0,0,0,0,0,0,0,mobile,C3,push,B373
1203,296,2026-02-25,9.1,7,1,1,1,0,0,0,0,tablet,C2,push,B254
1201,296,2026-03-14,12.6,9,1,0,0,0,0,0,0,mobile,C5,push,B305
1200,296,2026-03-29,9.3,9,2,0,0,0,0,0,0,tablet,C1,site,B322
1204,297,2026-02-13,15.2,11,1,0,0,0,0,0,0,desktop,C5,site,B724
1206,297,2026-02-17,11.7,11,0,0,0,0,0,0,0,mobile,C1,ad,B274
1207,297,2026-02-26,14.5,11,0,0,0,0,0,0,0,tablet,C2,push,B521
1205,297,2026-03-30,6.6,10,2,0,0,0,1,0,0,desktop,C3,ad,B397
1209,298,2026-01-07,5.4,14,0,0,0,0,0,0,0,desktop,C4,site,B355
1208,298,2026-02-24,10.4,8,1,1,1,1,0,1,0,desktop,C1,push,B633
1210,298,2026-03-12,4.7,9,0,1,0,0,0,0,0,mobile,C2,push,B510
1211,299,2026-01-05,3.3,10,0,0,0,0,0,0,0,mobile,C2,site,B404
1212,299,2026-01-18,6.3,11,3,1,0,0,0,0,0,desktop,C3,push,B252
1214,300,2026-01-06,5.7,9,2,0,1,0,0,0,0,desktop,C4,site,B176
1215,300,2026-02-22,6.2,10,0,0,1,0,0,0,0,mobile,C5,site,B315
1218,300,2026-02-27,13.5,4,0,0,1,0,0,0,0,desktop,C3,push,B647
1216,300,2026-03-03,12.1,11,2,0,0,0,0,0,0,mobile,C1,email,B732
1217,300,2026-03-21,6.9,8,1,0,0,0,0,0,0,mobile,C3,site,B569
1213,300,2026-03-22,9.9,6,3,0,0,1,0,0,0,tablet,C5,email,B532
1224,301,2026-01-05,14.8,14,0,1,1,0,0,0,0,mobile,C4,site,B335
1222,301,2026-01-08,7.0,9,0,0,0,0,0,0,0,mobile,C1,site,B709
1220,301,2026-01-18,1.0,5,1,0,0,0,0,0,0,desktop,C4,site,B859
1219,301,2026-01-29,1.6,8,0,0,0,1,0,0,0,mobile,C5,ad,B352
1223,301,2026-03-19,11.1,11,0,0,1,0,0,0,0,mobile,C2,site,B538
1221,301,2026-03-25,4.0,4,0,1,0,1,0,0,0,tablet,C1,site,B824
1230,302,2026-01-14,5.2,8,0,0,0,0,0,0,0,mobile,C3,site,B262
1228,302,2026-01-16,14.9,12,2,0,0,0,0,0,0,mobile,C5,site,B368
1231,302,2026-01-17,9.5,7,2,0,0,0,0,0,0,tablet,C5,push,B636
1229,302,2026-02-04,9.5,11,2,1,1,0,0,0,0,mobile,C4,ad,B703
1225,302,2026-02-28,10.2,6,2,1,0,0,0,0,1,mobile,C2,email,B746
1227,302,2026-03-08,20.8,9,3,0,0,1,0,0,0,tablet,C1,ad,B858
1226,302,2026-03-21,10.0,7,1,0,0,1,0,0,0,tablet,C3,site,B371
1233,303,2026-01-16,9.1,10,3,0,0,0,1,0,0,desktop,C5,email,B637
1234,303,2026-02-07,14.6,7,1,0,0,0,1,0,0,mobile,C3,site,B791
1232,303,2026-03-11,7.3,5,1,1,0,0,0,0,1,mobile,C5,email,B824
1237,304,2026-02-03,11.3,1,1,0,0,1,1,0,0,mobile,C3,email,B754
1236,304,2026-02-12,16.7,10,2,1,1,0,0,0,0,tablet,C5,email,B612
1235,304,2026-03-17,6.4,8,1,0,1,0,0,0,0,mobile,C1,site,B689
1238,305,2026-01-20,11.1,10,2,1,0,0,0,0,0,mobile,C1,email,B587
1239,305,2026-01-25,12.2,10,1,1,0,0,0,0,0,desktop,C2,ad,B376
1246,306,2026-01-03,7.4,3,2,1,0,0,0,0,0,desktop,C5,site,B387
1243,306,2026-01-04,10.8,1,1,1,0,0,0,0,0,desktop,C1,site,B108
1244,306,2026-01-09,12.6,11,2,1,0,0,0,0,0,mobile,C5,site,B249
1247,306,2026-01-15,11.5,11,0,0,0,1,0,0,0,mobile,C1,site,B896
1241,306,2026-01-17,6.8,8,0,0,1,0,0,0,0,desktop,C4,email,B912
1248,306,2026-02-13,10.8,10,1,1,1,0,0,0,0,tablet,C4,ad,B575
1245,306,2026-02-16,10.2,8,1,1,0,0,0,0,0,desktop,C3,email,B863
1240,306,2026-02-23,4.3,6,1,0,1,0,0,0,0,mobile,C4,ad,B537
1242,306,2026-03-17,9.3,14,1,1,1,1,0,0,0,mobile,C2,site,B860
1251,307,2026-01-07,9.9,15,1,0,0,0,0,0,0,mobile,C5,site,B351
1249,307,2026-01-10,10.8,8,1,0,0,0,0,0,0,mobile,C2,site,B664
1250,307,2026-01-28,8.0,10,1,0,0,0,0,0,0,desktop,C1,site,B841
1253,307,2026-03-12,9.2,8,1,0,0,0,1,0,0,tablet,C3,site,B571
1252,307,2026-03-30,18.8,13,0,0,0,0,0,0,0,tablet,C3,ad,B585
1260,308,2026-01-03,12.9,10,1,0,0,1,0,0,0,mobile,C1,ad,B102
1256,308,2026-01-30,1.0,5,1,1,0,0,0,0,0,desktop,C4,site,B753
1261,308,2026-02-11,7.9,16,1,0,0,0,1,0,0,mobile,C2,site,B352
1255,308,2026-02-12,8.8,6,2,1,0,0,0,0,0,mobile,C1,ad,B813
1257,308,2026-03-08,8.3,7,0,0,0,0,0,0,1,tablet,C1,site,B415
1254,308,2026-03-16,12.7,17,2,0,0,0,0,0,0,mobile,C5,ad,B165
1262,308,2026-03-18,13.2,12,2,0,0,1,0,0,0,mobile,C5,site,B957
1259,308,2026-03-24,10.0,9,3,0,0,0,0,0,0,mobile,C3,email,B782
1258,308,2026-03-29,9.3,9,3,0,0,0,0,0,0,mobile,C4,site,B229
1263,309,2026-03-02,9.3,14,1,1,0,0,0,0,0,desktop,C2,site,B256
1264,309,2026-03-08,11.6,14,3,0,1,0,0,0,0,tablet,C2,site,B673
1268,310,2026-02-10,13.0,12,1,0,1,0,0,0,0,mobile,C4,push,B433
1266,310,2026-02-21,13.4,9,0,0,0,1,0,0,0,mobile,C2,site,B973
1265,310,2026-02-28,9.8,11,1,0,0,0,0,0,0,mobile,C2,site,B279
1267,310,2026-03-02,14.5,14,2,0,0,0,0,0,0,mobile,C3,push,B873
1269,311,2026-01-07,4.9,3,1,0,0,0,0,0,0,mobile,C4,site,B720
1272,311,2026-01-09,9.2,11,2,0,0,0,0,0,0,tablet,C3,site,B450
1275,311,2026-01-11,7.1,11,0,1,0,0,1,1,0,mobile,C4,push,B107
1271,311,2026-01-20,13.4,9,1,0,0,0,0,0,0,mobile,C1,ad,B349
1273,311,2026-01-25,6.4,4,2,0,0,0,0,0,0,mobile,C5,site,B283
1274,311,2026-02-01,8.3,7,0,0,0,0,0,0,0,desktop,C4,email,B296
1270,311,2026-02-23,10.7,8,1,0,1,0,0,0,0,mobile,C4,site,B554
1276,312,2026-03-16,17.9,11,0,0,0,0,0,0,0,mobile,C1,site,B196
1278,313,2026-03-11,9.0,8,1,0,1,1,0,0,0,mobile,C2,push,B255
1279,313,2026-03-16,9.8,10,1,0,0,0,0,0,0,mobile,C4,site,B265
1280,313,2026-03-22,10.8,6,1,0,1,0,0,0,1,mobile,C3,site,B179
1277,313,2026-03-25,5.1,5,4,1,0,0,0,0,0,mobile,C5,push,B617
1282,314,2026-01-21,11.4,7,2,1,1,0,0,0,0,mobile,C1,site,B796
1281,314,2026-02-27,9.5,5,4,0,1,0,0,0,0,mobile,C5,push,B232
1287,315,2026-01-08,12.2,4,0,0,0,0,0,0,0,tablet,C1,site,B725
1286,315,2026-02-14,11.8,8,0,0,0,0,0,0,0,mobile,C3,site,B164
1285,315,2026-03-08,4.2,11,1,0,0,0,0,0,0,mobile,C1,site,B293
1283,315,2026-03-24,6.8,10,0,1,0,0,0,0,0,mobile,C3,push,B326
1284,315,2026-03-30,7.4,8,0,1,0,0,0,0,0,mobile,C5,email,B917
1290,316,2026-01-20,6.3,8,1,0,0,0,0,0,0,mobile,C3,push,B309
1288,316,2026-02-22,5.2,12,0,0,0,0,0,0,0,tablet,C2,site,B483
1289,316,2026-03-01,1.3,7,5,0,0,0,1,1,0,desktop,C4,push,B496
1293,316,2026-03-01,14.0,1,0,1,0,0,0,0,0,tablet,C4,site,B680
1292,316,2026-03-10,10.3,16,0,0,0,0,0,0,0,tablet,C4,ad,B143
1291,316,2026-03-25,4.4,3,3,1,0,1,0,0,0,desktop,C5,push,B152
1299,317,2026-01-08,14.4,12,2,0,0,0,0,0,0,desktop,C2,site,B866
1295,317,2026-01-13,7.2,7,4,0,1,0,0,0,0,mobile,C1,email,B860
1297,317,2026-01-19,6.2,9,2,0,0,0,0,0,0,tablet,C2,site,B151
1300,317,2026-01-19,12.9,10,1,1,1,0,0,0,0,mobile,C5,ad,B661
1294,317,2026-01-20,10.9,11,1,0,0,1,0,0,0,mobile,C3,ad,B399
1296,317,2026-03-13,2.2,8,1,0,0,0,0,0,0,tablet,C1,push,B441
1301,317,2026-03-14,1.0,7,1,0,0,0,0,0,0,desktop,C4,email,B337
